dates,volume,high,market-cap,close,open,low
20150316,21516100.0,294.11,3983760000.0,290.59,285.69,285.69
20150317,21497200.0,292.37,4053230000.0,285.5,290.6,284.37
20150310,67770800.0,300.04,4035790000.0,291.76,289.86,289.74
20150311,33963900.0,297.39,4060030000.0,296.38,291.52,290.51
20150312,32585200.0,297.09,4125290000.0,294.35,296.13,292.41
20150313,31421500.0,294.5,4098250000.0,285.34,294.12,285.34
20130816,0,112.3,1271470000.0,108.99,110.0,108.52
20160627,122134000.0,655.27,9882840000.0,655.27,629.35,620.52
20160626,109225000.0,665.98,10454900000.0,629.37,665.93,616.93
20130813,0,109.35,1235340000.0,109.0,106.99,104.65
20130812,0,108.0,1211790000.0,106.64,105.0,103.5
20150924,25097800.0,235.65,3373850000.0,234.53,230.36,230.29
20150220,23876700.0,247.1,3329190000.0,243.78,240.25,239.3
20150221,12284200.0,255.32,3378660000.0,244.53,243.75,243.18
20150222,19527000.0,246.39,3390510000.0,235.98,244.54,233.85
20150223,16400000.0,240.11,3272880000.0,238.89,236.0,232.42
20150224,14200400.0,239.9,3315370000.0,238.74,239.0,236.4
20150225,11496200.0,239.34,3314640000.0,237.47,238.89,235.53
20150226,13619400.0,237.71,3294030000.0,236.43,237.34,234.26
20150227,44013900.0,256.65,3282410000.0,253.83,236.44,236.44
20150228,13949300.0,254.69,3520560000.0,254.26,253.52,249.48
20140508,9446580.0,448.4,5588990000.0,440.17,438.68,438.14
20140509,10347900.0,452.69,5609930000.0,449.46,440.18,440.14
20140501,12871800.0,460.61,5690670000.0,457.76,447.63,447.63
20140502,10394200.0,457.93,5816390000.0,449.38,457.36,443.4
20140503,9849640.0,449.4,5716960000.0,437.76,449.4,430.68
20140504,5621260.0,439.77,5580030000.0,436.4,438.52,430.05
20140505,10004800.0,440.97,5534140000.0,433.48,434.78,427.62
20140506,12507300.0,448.04,5517460000.0,428.96,433.36,423.25
20140507,18332200.0,446.13,5468310000.0,438.82,429.34,428.45
20140206,50108700.0,819.81,10079900000.0,781.55,815.59,770.59
20150426,28943700.0,226.94,3190790000.0,219.43,226.41,214.87
20150427,38574000.0,233.31,3093200000.0,229.29,219.43,218.02
20150424,21448700.0,236.31,3323830000.0,231.27,235.97,229.93
20150425,13957200.0,232.56,3257850000.0,226.39,231.24,226.34
20150130,26605200.0,242.85,3206940000.0,226.43,232.77,225.84
20150131,23348200.0,233.5,3120490000.0,217.46,226.44,216.31
20150420,18364700.0,226.35,3132400000.0,224.63,222.61,221.98
20150421,24978000.0,235.27,3161520000.0,235.27,224.62,224.3
20150428,21469200.0,229.5,3228470000.0,225.85,228.97,223.07
20150429,18936500.0,227.04,3181700000.0,225.81,225.59,223.43
20160906,78529100.0,610.83,9614140000.0,610.44,606.51,605.09
20160907,75032400.0,614.54,9679610000.0,614.54,610.57,608.51
20160904,97942900.0,611.84,9486370000.0,608.63,598.59,596.85
20160905,82446800.0,609.05,9652490000.0,606.59,608.99,602.24
20160902,79910800.0,575.64,9069550000.0,575.54,572.41,570.81
20160903,159014000.0,599.5,9120440000.0,598.21,575.55,574.06
20160901,76923400.0,576.31,9118280000.0,572.3,575.55,571.81
20160908,86713000.0,628.77,9745120000.0,626.32,614.63,613.84
20160909,64550200.0,626.83,9931980000.0,622.86,626.35,620.26
20140203,13940100.0,826.48,10174100000.0,823.83,824.08,807.22
20160830,70342400.0,578.36,9093530000.0,577.5,574.11,574.11
20160831,75840900.0,577.86,9149730000.0,575.47,577.59,573.64
20140202,11300900.0,844.72,10279200000.0,825.37,832.9,820.67
20140201,19668700.0,853.52,10222300000.0,832.58,828.61,827.11
20130604,0,123.84,1357020000.0,121.42,120.74,119.1
20130605,0,123.47,1365110000.0,121.65,121.4,119.9
20130606,0,123.1,1371300000.0,118.0,121.9,117.25
20130607,0,119.0,1338880000.0,111.5,118.97,106.42
20130601,0,129.78,1445800000.0,129.3,128.81,127.2
20130602,0,129.4,1451930000.0,122.29,129.3,115.05
20130603,0,122.5,1376180000.0,122.22,122.5,116.0
20130608,0,111.42,1249630000.0,108.3,111.0,107.3
20130609,0,108.99,1215130000.0,100.0,107.89,88.5
20130530,0,132.25,1483180000.0,128.8,132.25,127.0
20170228,184956000.0,1193.25,19113600000.0,1179.97,1180.72,1171.82
20130531,0,129.9,1445050000.0,129.0,128.8,126.4
20160229,60694700.0,441.51,6614980000.0,437.7,433.44,431.69
20160228,53033400.0,435.68,6600310000.0,433.5,432.57,423.82
20160227,41893600.0,434.23,6602810000.0,432.52,432.84,428.1
20160226,61486000.0,432.15,6476080000.0,432.15,424.63,421.62
20160225,70798000.0,427.72,6480650000.0,424.54,425.04,420.42
20160224,67743700.0,425.55,6417190000.0,424.95,420.96,413.91
20160223,85244900.0,439.86,6679400000.0,420.74,438.25,417.82
20160222,85385200.0,439.05,6689200000.0,437.75,438.99,432.92
20160221,89820700.0,448.05,6669260000.0,438.8,437.77,429.08
20160220,93992100.0,441.98,6421310000.0,437.16,421.6,421.6
20170530,1443970000.0,2301.96,36897000000.0,2175.47,2255.36,2124.57
20170531,1544830000.0,2311.08,35786700000.0,2286.41,2187.19,2145.57
20171128,6348820000.0,10125.7,1.64104e+11,10058.8,9823.43,9736.3
20171129,11568800000.0,11517.4,1.68367e+11,9888.61,10077.4,9601.03
20171126,5475580000.0,9522.93,1.46789e+11,9330.55,8789.04,8775.59
20171127,5653320000.0,9818.35,1.56221e+11,9818.35,9352.72,9352.72
20171124,5058610000.0,8374.16,1.34816e+11,8253.69,8074.02,7940.93
20171125,4342060000.0,8790.92,1.37632e+11,8790.92,8241.71,8191.15
20171122,3633530000.0,8302.26,1.34851e+11,8253.55,8077.95,8075.47
20171123,4225180000.0,8267.4,1.37444e+11,8038.77,8232.38,8038.77
20171120,3488450000.0,8336.86,1.34167e+11,8200.64,8039.07,7949.36
20171121,4277610000.0,8348.66,1.36967e+11,8071.26,8205.74,7762.71
20150309,59178200.0,292.7,3825250000.0,289.61,274.81,273.89
20150308,22067900.0,277.86,3846750000.0,274.35,276.43,272.56
20150307,17825900.0,277.85,3788190000.0,276.26,272.29,270.13
20150306,28918900.0,277.61,3833160000.0,272.72,275.6,270.01
20150305,41302400.0,281.67,3792480000.0,276.18,272.74,264.77
20150304,41383000.0,284.23,3920130000.0,273.09,281.99,268.13
20150303,50461300.0,285.8,3822510000.0,281.7,275.05,268.16
20150302,40465700.0,276.3,3617340000.0,275.67,260.36,258.31
20150301,25213700.0,261.66,3532050000.0,260.2,254.28,245.93
20141024,15585700.0,364.35,4811290000.0,358.35,358.59,353.31
20141025,18127500.0,359.86,4812990000.0,347.27,358.61,342.88
20140519,6242620.0,447.56,5703760000.0,446.18,446.08,443.1
20140518,2857830.0,449.77,5735400000.0,446.26,448.7,444.78
20141020,16419000.0,390.08,5216560000.0,382.85,389.23,378.25
20141021,14188900.0,392.65,5126590000.0,386.48,382.42,380.83
20141022,11641300.0,388.58,5177640000.0,383.16,386.12,382.25
20141023,26456900.0,385.05,5136830000.0,358.42,382.96,356.45
20140513,7682670.0,441.98,5634510000.0,440.67,441.53,436.97
20140512,7383770.0,442.26,5591520000.0,441.46,438.3,434.23
20140511,12251700.0,455.34,5789010000.0,438.89,453.92,433.4
20140510,6682600.0,455.77,5742830000.0,454.43,450.46,448.47
20140517,2945790.0,451.98,5725990000.0,448.9,448.12,447.3
20140516,6475100.0,450.66,5714640000.0,448.06,447.39,444.96
20140515,7362980.0,449.8,5671210000.0,447.25,444.14,443.63
20140514,9472960.0,446.66,5624310000.0,443.97,440.59,440.5
20140214,102506000.0,691.72,7449940000.0,661.99,601.17,541.04
20150430,33818600.0,239.56,3183860000.0,236.15,225.69,224.99
20150127,44399000.0,275.48,3760210000.0,263.48,273.17,250.65
20150126,106794000.0,309.38,3496650000.0,273.47,254.08,254.08
20150125,33582700.0,255.07,3403300000.0,253.72,247.35,243.89
20150124,24782500.0,248.21,3200970000.0,247.85,232.7,230.02
20141114,29589200.0,419.25,5647540000.0,397.82,418.42,384.79
20141115,15727500.0,405.53,5395770000.0,376.13,399.65,371.01
20150121,29924600.0,227.79,2905520000.0,226.9,211.38,211.21
20141117,41518800.0,410.2,5246000000.0,387.41,388.35,377.5
20141118,32222500.0,392.4,5239790000.0,375.2,387.79,371.12
20141119,18931800.0,386.48,5053560000.0,380.56,373.9,373.9
20150129,32213400.0,238.71,3213920000.0,233.51,233.35,220.71
20150128,44352200.0,266.54,3626050000.0,233.91,263.35,227.05
20160825,136130000.0,580.45,9184700000.0,577.76,580.18,575.17
20160824,56328200.0,583.59,9234800000.0,580.18,583.41,579.86
20160827,59698300.0,579.85,9174990000.0,569.95,579.45,568.63
20160826,48856800.0,580.62,9147170000.0,579.65,577.75,576.86
20160821,38299400.0,584.16,9208210000.0,581.31,581.94,580.22
20160820,45301400.0,582.82,9114500000.0,581.7,576.08,575.46
20160823,85349200.0,589.47,9286930000.0,583.41,586.77,581.63
20160822,72844000.0,588.45,9199410000.0,586.75,581.31,580.59
20160829,110398000.0,576.28,9091830000.0,574.11,574.07,573.47
20160828,86301600.0,574.04,9023610000.0,573.91,569.83,569.74
20170222,136100000.0,1125.39,18033400000.0,1117.44,1114.8,1100.55
20170223,189454000.0,1176.62,18075200000.0,1166.72,1117.27,1116.96
20170220,109478000.0,1080.49,16960200000.0,1079.98,1048.69,1041.69
20140207,113643000.0,783.2,9683190000.0,712.4,783.2,654.35
20170221,186869000.0,1117.25,17456900000.0,1115.3,1079.28,1076.93
20151226,116166000.0,457.49,6838480000.0,417.27,455.76,405.76
20170226,116486000.0,1167.47,18518900000.0,1165.2,1144.27,1130.2
20151225,39078500.0,458.31,6823120000.0,455.65,454.86,452.07
20170227,131570000.0,1181.98,18837300000.0,1179.97,1163.78,1163.38
20160919,54796400.0,610.93,9681960000.0,609.23,609.87,608.27
20160918,48679400.0,610.16,9623950000.0,609.87,606.28,605.86
20140613,35700700.0,615.14,7548170000.0,600.16,585.7,585.7
20170224,330759000.0,1200.39,18974400000.0,1173.68,1172.71,1131.96
20160911,73610800.0,628.82,9887780000.0,606.72,623.42,600.51
20160910,45016800.0,625.1,9878730000.0,623.51,622.93,622.39
20160913,86920600.0,611.19,9645930000.0,609.24,608.02,606.92
20160912,72812300.0,608.46,9628560000.0,608.24,607.0,605.41
20160915,59464600.0,611.09,9688940000.0,607.15,610.59,607.15
20160914,47877700.0,611.95,9660080000.0,610.68,608.84,608.41
20160917,37140300.0,607.86,9637600000.0,605.98,607.22,605.19
20151222,50840400.0,443.69,6556960000.0,436.57,437.44,435.52
20151221,77639700.0,444.73,6636280000.0,438.64,442.84,427.31
20140617,18597300.0,610.89,7634710000.0,610.86,591.59,590.4
20130617,0,102.21,1128720000.0,101.7,99.9,99.0
20130616,0,101.6,1127120000.0,99.51,99.8,98.95
20130615,0,103.7,1128950000.0,99.99,100.0,98.0
20130614,0,104.7,1173060000.0,99.98,103.95,98.0
20130613,0,110.3,1227030000.0,104.0,108.78,100.53
20130612,0,111.79,1229000000.0,108.15,109.0,106.73
20130611,0,109.6,1198640000.0,108.9,106.35,104.0
20130610,0,110.1,1131570000.0,106.35,100.44,95.0
20130619,0,110.22,1210260000.0,108.25,107.05,105.75
20130618,0,111.11,1152250000.0,107.4,101.95,101.03
20160212,67042800.0,384.95,5771040000.0,384.26,379.69,379.6
20160213,61911700.0,391.86,5847990000.0,391.86,384.64,384.64
20160210,85130900.0,385.48,5713880000.0,381.65,376.15,375.78
20160211,74375600.0,383.13,5806110000.0,379.65,382.11,376.4
20160216,73093100.0,408.94,6108040000.0,407.49,401.43,401.43
20160217,83193600.0,421.17,6204150000.0,416.32,407.66,406.78
20160214,74469800.0,407.23,5975580000.0,407.23,392.93,392.93
20160215,74070500.0,410.38,6199850000.0,400.19,407.57,397.75
20160218,76752600.0,426.0,6341430000.0,422.37,416.57,415.64
20160219,55711300.0,423.1,6436980000.0,420.79,422.73,417.6
20140313,11634900.0,644.2,7924860000.0,638.14,633.62,630.85
20161228,236630000.0,975.92,15020500000.0,975.92,934.83,934.83
20161229,199320000.0,979.4,15670000000.0,973.5,975.13,954.5
20170523,1378750000.0,2320.82,35822600000.0,2320.42,2191.56,2178.5
20170522,1942220000.0,2303.9,33393600000.0,2173.4,2043.19,2017.87
20170525,2406700000.0,2763.71,39995400000.0,2304.98,2446.24,2285.3
20170524,1725380000.0,2523.72,37949200000.0,2443.64,2321.37,2321.37
20170527,1700480000.0,2260.2,35917100000.0,2038.87,2196.27,1855.83
20170526,1763480000.0,2573.79,37950600000.0,2202.42,2320.89,2071.99
20161220,99629300.0,801.34,12717600000.0,800.88,792.25,791.5
20161221,155576000.0,834.28,12853700000.0,834.28,800.64,799.4
20161222,200027000.0,875.78,13393800000.0,864.54,834.18,834.15
20161223,275564000.0,925.12,13888600000.0,921.98,864.89,864.68
20161224,137727000.0,923.48,14810300000.0,898.82,922.18,886.34
20161225,143665000.0,899.65,14450100000.0,896.18,899.65,862.42
20161226,123771000.0,913.18,14407800000.0,907.61,896.9,896.9
20161227,167308000.0,940.05,14593300000.0,933.2,908.35,904.25
20171130,8310690000.0,10801.0,1.65537e+11,10233.6,9906.79,9202.05
20140312,18621200.0,648.03,7900600000.0,632.1,631.91,629.51
20150330,23009600.0,249.24,3399510000.0,247.53,242.88,239.21
20150331,22672000.0,248.73,3464410000.0,244.22,247.45,242.74
20170428,527489000.0,1331.28,21476000000.0,1316.48,1317.74,1292.37
20170429,422706000.0,1327.2,21479800000.0,1321.79,1317.84,1315.21
20140315,4342080.0,639.14,7876360000.0,636.12,629.37,627.3
20170424,235806000.0,1250.94,19705400000.0,1250.15,1209.63,1209.63
20170425,242556000.0,1267.58,20372300000.0,1265.49,1250.45,1249.97
20170426,329631000.0,1294.83,20627900000.0,1281.08,1265.99,1265.93
20170427,449197000.0,1319.7,20889200000.0,1317.73,1281.88,1281.3
20170420,315108000.0,1240.79,19719900000.0,1229.08,1211.08,1208.41
20170421,272167000.0,1235.94,20020700000.0,1222.05,1229.42,1215.56
20170422,249320000.0,1235.56,19913900000.0,1231.71,1222.71,1208.47
20170423,258951000.0,1232.2,20066200000.0,1207.21,1231.92,1203.94
20130824,0,121.39,1374420000.0,120.05,118.51,118.02
20130825,0,122.99,1387640000.0,122.11,119.6,119.17
20130826,0,122.75,1417200000.0,120.06,122.11,119.93
20130827,0,127.24,1394010000.0,126.5,120.07,120.07
20130820,0,123.01,1377730000.0,121.2,119.0,117.51
20130821,0,124.91,1403890000.0,123.3,121.21,119.68
20130822,0,123.5,1428700000.0,121.15,123.3,120.6
20130823,0,122.0,1414290000.0,118.5,122.0,118.44
20130828,0,127.32,1468960000.0,122.62,126.48,122.62
20130829,0,123.7,1424680000.0,122.39,122.62,122.21
20150206,24435300.0,230.51,2994350000.0,222.27,216.92,216.23
20150207,21604200.0,230.3,3074140000.0,227.75,222.63,222.61
20150204,26594300.0,230.06,3138700000.0,226.85,227.51,221.11
20150205,22516400.0,239.41,3141730000.0,217.11,227.66,214.72
20150202,30612100.0,242.18,3123010000.0,238.23,226.49,222.66
20150203,40783700.0,245.96,3275110000.0,227.27,237.45,224.48
20150201,29128500.0,231.57,2989460000.0,226.97,216.87,212.01
20150208,17145200.0,229.44,3144920000.0,223.41,227.69,221.08
20150209,27791300.0,223.98,3086220000.0,220.11,223.39,217.02
20130910,0,129.74,1485960000.0,125.91,127.27,125.9
20130911,0,137.83,1470450000.0,135.25,125.89,123.27
20130912,0,136.08,1583960000.0,133.13,135.55,131.81
20130913,0,137.58,1552880000.0,134.98,132.83,132.27
20130914,0,135.85,1579050000.0,129.22,135.01,128.87
20130915,0,131.44,1514140000.0,130.37,129.4,128.26
20130916,0,132.72,1531820000.0,131.72,130.86,129.77
20130917,0,132.76,1540880000.0,131.66,131.59,124.89
20130918,0,133.2,1542870000.0,131.47,131.71,130.54
20130919,0,131.77,1539430000.0,129.65,131.37,128.45
20140218,20015100.0,645.76,7783430000.0,626.6,627.16,612.54
20140219,13897800.0,631.77,7771210000.0,623.03,625.97,618.7
20150929,22691300.0,239.8,3505090000.0,236.69,239.02,235.93
20140528,19289000.0,578.62,7333770000.0,577.06,571.91,564.09
20140529,18707800.0,577.1,7392820000.0,568.18,576.33,561.6
20140526,29959800.0,588.39,7322870000.0,583.42,571.39,565.33
20140527,38032000.0,589.52,7468620000.0,571.24,582.59,554.43
20140524,11499300.0,525.17,6673600000.0,525.14,521.05,516.28
20140525,47010300.0,576.48,6729120000.0,571.59,525.23,525.23
20140522,33086500.0,525.36,6297990000.0,524.58,492.05,490.19
20140523,34934700.0,541.96,6731160000.0,520.22,525.72,520.08
20140520,40327500.0,491.44,5708560000.0,485.72,446.31,446.01
20140521,14626000.0,494.37,6215880000.0,491.77,485.8,483.49
20140331,28254000.0,483.02,5816910000.0,457.0,462.3,443.37
20150118,30085100.0,218.69,2747730000.0,210.34,200.05,194.51
20150119,18658300.0,216.73,2905410000.0,214.86,211.47,207.32
20150112,18880300.0,272.2,3649970000.0,267.8,266.15,265.2
20150113,72843900.0,268.28,3668040000.0,225.86,267.39,219.91
20150110,15264300.0,288.13,3937990000.0,274.8,287.3,273.97
20150111,18200800.0,279.64,3764960000.0,265.66,274.61,265.04
20150116,38421000.0,221.59,2870180000.0,208.1,209.07,199.77
20150117,23469700.0,211.73,2853930000.0,199.26,207.83,194.88
20150114,97638700.0,223.89,3072020000.0,178.1,223.89,171.51
20150115,81773500.0,229.07,2427830000.0,209.84,176.9,176.9
20140328,58828300.0,526.02,5997850000.0,495.67,477.14,473.23
20140329,11147100.0,504.86,6308890000.0,491.17,501.71,489.73
20141101,16677200.0,340.53,4554320000.0,325.75,338.65,321.06
20141107,16834200.0,352.73,4712700000.0,342.42,349.82,341.78
20150518,16780300.0,237.21,3357380000.0,233.13,236.89,232.46
20141105,19817200.0,343.37,4452510000.0,339.49,330.68,330.68
20141104,15655500.0,331.77,4403750000.0,330.49,327.16,325.08
20140320,20572900.0,609.75,7642910000.0,588.77,609.75,587.49
20140321,38414100.0,604.59,7376710000.0,571.49,588.29,561.81
20140322,17360700.0,572.55,7164770000.0,565.04,571.18,554.39
20140323,9288400.0,570.24,7099230000.0,561.27,565.76,560.88
20140324,22706900.0,586.56,7061380000.0,583.41,562.51,551.77
20140325,14020100.0,585.44,7346810000.0,583.92,585.03,572.61
20140326,16401100.0,590.03,7329720000.0,580.83,583.48,570.96
20140327,62225400.0,580.56,7291520000.0,471.24,580.26,471.24
20130628,0,101.74,1153880000.0,94.65,101.74,92.33
20130629,0,99.99,1074010000.0,94.99,94.66,93.0
20130622,0,109.96,1239210000.0,108.3,109.5,107.51
20130623,0,108.8,1224980000.0,107.6,108.2,106.23
20130620,0,114.3,1224210000.0,110.15,108.25,107.5
20130621,0,114.99,1259000000.0,109.5,111.29,107.69
20130626,0,105.49,1171050000.0,104.0,103.33,102.79
20130627,0,104.0,1179110000.0,101.44,104.0,101.1
20130624,0,108.33,1222030000.0,102.74,107.9,100.98
20130625,0,106.47,1156610000.0,103.95,102.09,101.01
20160205,43825000.0,391.09,5898960000.0,386.55,388.9,385.57
20160204,69285500.0,391.61,5613380000.0,389.59,370.17,369.99
20160207,37076300.0,380.87,5714760000.0,376.62,376.51,374.9
20160206,49249300.0,386.63,5865740000.0,376.52,386.59,372.39
20160201,51656700.0,378.07,5596090000.0,373.06,369.35,367.96
20160203,45933400.0,374.95,5679530000.0,369.95,374.65,368.05
20160202,40378700.0,375.88,5651690000.0,374.45,372.92,372.92
20130923,0,132.72,1513940000.0,125.95,128.98,125.66
20160209,55318500.0,377.25,5670880000.0,376.03,373.42,372.9
20160208,47671100.0,379.88,5720100000.0,373.45,376.76,373.33
20161231,99135100.0,963.74,15440700000.0,963.74,960.63,947.24
20161230,187474000.0,972.53,15630200000.0,961.24,972.53,934.83
20150325,35866900.0,249.19,3458950000.0,246.2,247.47,236.51
20150324,40073700.0,267.0,3724830000.0,245.59,266.58,244.16
20150327,17274900.0,256.81,3476180000.0,247.03,248.57,245.21
20150326,25730000.0,254.35,3443230000.0,248.53,246.28,244.91
20150321,17130100.0,262.2,3653040000.0,260.02,261.64,255.65
20150320,18456700.0,264.85,3642550000.0,261.75,260.96,259.16
20150323,22811900.0,277.3,3742290000.0,266.74,267.89,261.75
20150322,18438100.0,269.75,3629920000.0,267.96,259.92,259.59
20150329,21699400.0,253.14,3536570000.0,242.71,252.74,240.85
20150328,16040900.0,254.21,3454980000.0,252.8,246.97,246.97
20170430,413115000.0,1347.91,21548400000.0,1347.89,1321.87,1314.92
20130831,0,140.89,1547640000.0,135.35,133.09,132.72
20130830,0,135.75,1422120000.0,133.49,122.35,120.99
20150219,18270500.0,242.67,3274980000.0,240.28,236.41,235.59
20150218,25200800.0,244.25,3376060000.0,236.33,243.78,232.34
20150211,17201900.0,223.41,3037370000.0,219.19,219.73,218.07
20150210,21115100.0,221.81,3044180000.0,219.84,220.28,215.33
20150213,42744400.0,240.26,3069830000.0,235.43,221.97,221.26
20150212,15206200.0,222.2,3030990000.0,221.76,219.21,217.61
20150215,56552400.0,265.61,3563290000.0,234.82,257.51,227.68
20150214,49732500.0,259.81,3258210000.0,257.32,235.53,235.53
20150217,27363100.0,245.78,3231750000.0,243.61,233.42,232.31
20150216,28153700.0,239.52,3250240000.0,233.84,234.82,229.02
20170723,1072840000.0,2832.18,46231100000.0,2730.4,2808.1,2653.94
20170722,1177130000.0,2862.42,43929600000.0,2810.12,2668.63,2657.71
20170721,1489450000.0,2838.41,46719000000.0,2667.76,2838.41,2621.85
20170720,2249260000.0,2900.7,37356800000.0,2817.6,2269.89,2269.89
20170727,789104000.0,2693.32,41816500000.0,2671.78,2538.71,2529.34
20170726,937404000.0,2610.76,42455000000.0,2529.45,2577.77,2450.8
20170725,1460090000.0,2768.08,45410100000.0,2576.48,2757.5,2480.96
20170724,866474000.0,2777.26,44995600000.0,2754.86,2732.7,2699.19
20170729,803746000.0,2808.76,46246700000.0,2726.45,2807.02,2692.8
20170728,1380100000.0,2897.45,44144400000.0,2809.01,2679.73,2679.73
20130903,0,138.34,1579180000.0,136.77,135.61,133.0
20130902,0,146.5,1613600000.0,135.85,138.63,134.89
20130901,0,145.81,1572230000.0,138.34,135.14,134.81
20140204,16609700.0,840.17,10174000000.0,827.96,823.77,820.94
20130907,0,125.94,1386610000.0,124.15,118.89,118.46
20130906,0,127.34,1474670000.0,119.15,126.49,119.15
20130905,0,131.44,1477250000.0,126.43,126.76,121.83
20130904,0,144.5,1590550000.0,126.74,136.53,123.61
20130909,0,129.06,1422180000.0,127.11,121.86,119.75
20130908,0,124.72,1448180000.0,121.66,124.13,120.49
20140209,39311400.0,712.27,8307340000.0,682.9,671.46,655.25
20140208,38742600.0,721.82,8651930000.0,673.92,699.57,661.87
20140531,15107100.0,624.72,7902400000.0,623.68,615.69,604.47
20140530,31985400.0,618.46,7290240000.0,615.33,568.18,568.16
20150109,18718600.0,291.11,3869530000.0,290.41,282.38,280.53
20150108,19982500.0,294.13,4029490000.0,283.35,294.13,282.18
20150105,43962800.0,278.34,3628490000.0,274.47,265.08,265.08
20150104,55629100.0,287.23,3847150000.0,264.19,281.15,257.61
20150107,24866800.0,298.75,3918090000.0,294.34,286.08,283.08
20150106,23245700.0,287.55,3759970000.0,286.19,274.61,272.7
20150101,8036550.0,320.44,4380820000.0,314.25,320.44,314.0
20150103,33054400.0,315.15,4307010000.0,281.08,314.85,281.08
20150102,7860650.0,315.84,4295210000.0,315.03,314.08,313.56
20141130,9194440.0,382.53,5090060000.0,378.05,375.51,373.31
20150928,24713000.0,239.34,3413630000.0,239.14,232.84,232.47
20150927,14179900.0,234.53,3431860000.0,232.76,234.14,232.48
20150926,13724100.0,235.4,3444730000.0,234.34,235.08,233.36
20150925,22363600.0,237.43,3433300000.0,235.14,234.36,233.68
20140330,42958300.0,492.37,6193560000.0,460.27,492.37,444.18
20150923,17254100.0,231.84,3381390000.0,230.28,230.94,229.59
20150922,25009300.0,232.39,3322420000.0,230.62,226.97,225.12
20150921,19678800.0,231.22,3383840000.0,227.09,231.22,226.52
20150920,14444700.0,232.37,3385770000.0,231.21,231.4,230.91
20141008,54736300.0,354.36,4489870000.0,352.94,336.12,327.19
20141009,83641100.0,382.73,4713320000.0,365.03,352.75,347.69
20141002,21777700.0,385.5,5120700000.0,375.07,383.99,372.95
20141003,30901200.0,377.69,5004540000.0,359.51,375.18,357.86
20141001,26229400.0,391.38,5165060000.0,383.62,387.43,380.78
20141006,79011800.0,345.13,4277430000.0,330.08,320.39,302.56
20141007,49199900.0,339.25,4414880000.0,336.19,330.58,320.48
20141004,47236500.0,364.49,4801920000.0,328.87,359.89,325.89
20141005,83308100.0,341.8,4389890000.0,320.51,328.92,289.3
20140305,22461900.0,674.28,8310510000.0,665.51,666.24,646.28
20140302,7950760.0,570.48,7069290000.0,559.79,567.23,553.27
20130815,0,113.25,1300660000.0,109.99,112.56,109.0
20140303,96056900.0,702.91,7013060000.0,667.76,562.56,560.52
20170622,1097940000.0,2723.74,44143700000.0,2705.41,2691.03,2642.36
20170623,961319000.0,2765.17,44415900000.0,2744.91,2707.34,2706.37
20160728,86428400.0,657.6,10328100000.0,655.03,654.49,654.49
20130817,0,113.75,1260350000.0,113.5,108.99,108.22
20160729,60703500.0,657.8,10338900000.0,656.99,655.11,654.79
20170628,1183870000.0,2603.98,41906700000.0,2574.79,2553.03,2484.42
20170629,949979000.0,2588.83,42150300000.0,2539.32,2567.56,2510.48
20130630,0,98.12,1078260000.0,96.61,95.0,94.22
20170827,1537460000.0,4416.59,71809200000.0,4382.88,4345.1,4317.29
20130811,0,105.19,1188150000.0,105.0,103.0,102.75
20130810,0,103.9,1185310000.0,103.0,102.8,102.41
20141026,11272500.0,359.22,4665040000.0,354.7,347.49,343.93
20141027,13033000.0,358.63,4764020000.0,352.99,354.78,349.81
20160308,70311700.0,416.24,6337370000.0,413.97,414.46,411.09
20160309,70012300.0,416.03,6330230000.0,414.86,413.89,411.61
20160304,90856100.0,425.18,6443890000.0,410.94,421.84,410.94
20160305,135385000.0,411.26,6276610000.0,400.57,410.78,394.04
20160306,91212500.0,411.91,6121400000.0,407.71,400.52,395.78
20160307,85762400.0,415.92,6233430000.0,414.32,407.76,406.31
20160301,74895800.0,439.65,6684800000.0,435.12,437.92,432.32
20160302,74955300.0,435.92,6643810000.0,423.99,435.13,423.99
20160303,100484000.0,425.37,6474150000.0,421.65,423.91,419.41
20161208,80111900.0,774.7,12312500000.0,770.81,768.08,765.95
20161209,68705300.0,774.53,12344000000.0,772.79,769.94,769.65
20161206,116218000.0,765.62,12159400000.0,764.22,758.72,758.72
20161207,96426100.0,771.54,12248900000.0,768.13,764.21,759.75
20161204,60557900.0,773.87,12363600000.0,773.87,771.64,768.16
20161205,106363000.0,773.47,12393100000.0,758.7,773.39,751.71
20161202,127605000.0,781.3,12134800000.0,777.94,757.54,757.54
20161203,69547300.0,778.25,12467800000.0,771.15,778.25,764.86
20161201,80461900.0,758.27,11949200000.0,756.77,746.05,746.05
20141028,7845880.0,359.98,4744450000.0,357.62,353.21,352.68
20141029,18192700.0,357.83,4797700000.0,335.59,357.09,335.34
20170402,514187000.0,1107.59,17559400000.0,1102.17,1080.61,1075.45
20170403,580444000.0,1151.74,17924600000.0,1143.81,1102.95,1102.95
20170401,289634000.0,1091.72,17413000000.0,1080.5,1071.71,1061.09
20170406,511222000.0,1188.37,18302600000.0,1182.68,1125.81,1125.81
20170407,317022000.0,1186.58,19168500000.0,1176.9,1178.94,1163.39
20170404,436310000.0,1156.44,18619000000.0,1133.25,1145.52,1120.52
20170405,414784000.0,1135.09,18435700000.0,1124.78,1134.14,1113.63
20170408,209312000.0,1184.98,19068600000.0,1175.95,1172.65,1162.58
